id,env,ip_hash,browsers,node_type,cities,standardised_name,nb_of_households,nb_of_users,nb_of_vids
-6686978926617305038,Household,-393986996135581440,-,Household,xalapa-enriquez,-,0.0,2.0,0.0
-1701084414718080667,Household,-995211310879984817,-,Household,el arenal,-,0.0,13.0,0.0
-934955182621482426,Household,1539170080434599165,-,Household,coatzacoalcos,-,0.0,1.0,0.0
-7329718557761267083,Household,-5261984719885023619,-,Household,bellavista,-,0.0,3.0,0.0
9001314257957551242,Household,-808454027164920508,-,Household,isla mujeres,-,0.0,2.0,0.0
-5012979651439800313,Household,-8990307122490384052,-,Household,santiago de queretaro,-,0.0,1.0,0.0
-7284156801179521563,Household,3440729166969318988,-,Household,pena blanca,-,0.0,3.0,0.0
-3208719036377513100,Household,-1029980798699601326,-,Household,cuautlancingo,-,0.0,4.0,0.0
-3361710002573529310,Household,7436111133060702307,-,Household,mexico city,-,0.0,2.0,0.0
-3094382982084970463,Household,-2921839612257954750,-,Household,fresnillo,-,0.0,1.0,0.0
-4368665394761352105,Household,5849801758676815444,-,Household,la paz,-,0.0,3.0,0.0
-7558899766276875862,Household,-1952031524058416551,-,Household,villahermosa,-,0.0,19.0,0.0
3521697800593616690,Household,7747762854640660484,-,Household,cuautlancingo,-,0.0,2.0,0.0
5004970377324040166,Household,-5140601483476179007,-,Household,golfo de santa clara,-,0.0,1.0,0.0
-4002231396320780673,Household,4101002709094801703,-,Household,el palo verde,-,0.0,0.0,0.0
1303789532690975043,Household,-8984017871085360377,-,Household,heroica matamoros,-,0.0,2.0,0.0
4010282669458250185,Household,7635283421814976026,-,Household,lerma,-,0.0,8.0,0.0
1871408385666782320,Household,4197978207808592694,-,Household,arroyo vista hermosa,-,0.0,1.0,0.0
7446338768461920361,Household,-1127586651493432663,-,Household,tuxpanguillo,-,0.0,4.0,0.0
-8547535937377925723,Household,1640775909060255442,-,Household,merida,-,0.0,1.0,0.0
-3934761308185786475,Household,314027844968619838,-,Household,cancun,-,0.0,3.0,0.0
5829266356298456244,Household,-8067955746435009948,-,Household,huecorio,-,0.0,19.0,0.0
1044611874616191329,Household,-3674408863173570572,-,Household,salinas victoria,-,0.0,1.0,0.0
-5774275342833690634,Household,-5090006091040443105,-,Household,ciudad nicolas romero,-,0.0,2.0,0.0
5460935206047302914,Household,-4747319388781953039,-,Household,tihuatlan,-,0.0,1.0,0.0
-1880815494906563676,Household,1960604739226375931,-,Household,playa del carmen,-,0.0,0.0,0.0
6434368100685230059,Household,-6299070651251259987,-,Household,tijuana,-,0.0,6.0,0.0
2488888901365900361,Household,-3791150955616236301,-,Household,puebla,-,0.0,1.0,0.0
-8120258753467039381,Household,-8168474282774666230,-,Household,caucel,-,0.0,2.0,0.0
-2574196465973514950,Household,-6109128740626246171,-,Household,mexico city,-,0.0,4.0,0.0
-6552577492873744934,Household,8990113705504959975,-,Household,playa del carmen,-,0.0,3.0,0.0
7311325258600734212,Household,4525921890978468380,-,Household,xalapa-enriquez,-,0.0,6.0,0.0
-3625958038349835518,Household,3390066204912314882,-,Household,torreon,-,0.0,1.0,0.0
7165093282695846082,Household,7128931868129355824,-,Household,merida,-,0.0,3.0,0.0
2264958420923609124,Household,3709184220884397624,-,Household,colima,-,0.0,59.0,0.0
-8836344487781990359,Household,-2187737609363858127,-,Household,mexico city,-,0.0,21.0,0.0
5359339035125592354,Household,-6366444330042821592,-,Household,agua blanca,-,0.0,1.0,0.0
-316210487865641494,Household,3984543107424864745,-,Household,cuautitlan izcalli,-,0.0,1.0,0.0
3751441037503805560,Household,-623074495450720886,-,Household,jojutla,-,0.0,4.0,0.0
-8323874640620269669,Household,6326644931313466216,-,Household,alvaro obregon,-,0.0,1.0,0.0
-9114881900598173678,Household,-9195219683687242092,-,Household,celaya,-,0.0,2.0,0.0
-3391236120446147019,Household,-1480913458929364862,-,Household,los mochis,-,0.0,1.0,0.0
189127162639184227,Household,2434858456938095120,-,Household,melchor ocampo,-,0.0,14.0,0.0
-2293589920310443890,Household,-1792592421112908910,-,Household,naucalpan de juarez,-,0.0,2.0,0.0
5266883408599638942,Household,-2089407758082215038,-,Household,cuernavaca,-,0.0,0.0,0.0
-4132338563231392755,Household,5132896128631427207,-,Household,mexico city,-,0.0,1.0,0.0
-7341796602755434459,Household,-7448111129570760725,-,Household,mexico city,-,0.0,1.0,0.0
-5825661604350572829,Household,5918044247919739707,-,Household,mexico city,-,0.0,0.0,0.0
-5029107736839674864,Household,-3843067934376294498,-,Household,ciudad altamirano,-,0.0,1.0,0.0
-4862577480228176353,Household,-7140218949177724185,-,Household,santiago de queretaro,-,0.0,6.0,0.0
-154201718216025363,Household,8112023322061499958,-,Household,mexico city,-,0.0,1.0,0.0
685300660135331037,Household,1330153835211256151,-,Household,miguel hidalgo,-,0.0,1.0,0.0
-4035425093625192614,Household,2694147476569499349,-,Household,naucalpan de juarez,-,0.0,1.0,0.0
1033213946944335160,Household,1984932541189380186,-,Household,mexico city,-,0.0,1.0,0.0
5851086434558099484,Household,-785299703367115356,-,Household,cholul,-,0.0,44.0,0.0
8371360911006064436,Household,3131144555463658073,-,Household,los tepetates,-,0.0,2.0,0.0
765566617139091020,Household,-1271162931548798263,-,Household,san miguel de allende,-,0.0,1.0,0.0
7385374454432408956,Household,-6815352528560667085,-,Household,puebla,-,0.0,3.0,0.0
8006216466846917663,Household,-6476987863100063123,-,Household,mexico city,-,0.0,2.0,0.0
4899424827654324911,Household,1677941977672064020,-,Household,playa del carmen,-,0.0,10.0,0.0
-342317896883076719,Household,-7642641318327228271,-,Household,ixtaczoquitlan,-,0.0,1.0,0.0
-4969269366019139345,Household,-6029840920534798329,-,Household,cholula,-,0.0,5.0,0.0
-5382074386745478684,Household,947902600570741404,-,Household,valle de chalco solidaridad,-,0.0,4.0,0.0
-6323500754798446524,Household,8161918316147750688,-,Household,san luis potosi,-,0.0,5.0,0.0
-9146795351725531960,Household,-8617146603543156094,-,Household,cancun,-,0.0,4.0,0.0
5953486275205635027,Household,-2330922893132697375,-,Household,mexico city,-,0.0,2.0,0.0
2306810706703484727,Household,2804778508426217022,-,Household,veracruz,-,0.0,8.0,0.0
-3143646571687143796,Household,304789984391954964,-,Household,chilpancingo de los bravo,-,0.0,7.0,0.0
-5178149563523492466,Household,266732130730310552,-,Household,puebla,-,0.0,1.0,0.0
8759289202833925384,Household,661604539751443458,-,Household,mexico city,-,0.0,2.0,0.0
-2041578435730890025,Household,8005254458104295032,-,Household,ixtapaluca,-,0.0,2.0,0.0
-2600500333040137550,Household,4701435371499052166,-,Household,san cristobal de las casas,-,0.0,2.0,0.0
-2945470124546043718,Household,-7317073179639380993,-,Household,lagos de moreno,-,0.0,1.0,0.0
2452733254719515274,Household,-5752358505666391965,-,Household,cozumel,-,0.0,0.0,0.0
7544133850662360829,Household,7450103878828951760,-,Household,mexico city,-,0.0,1.0,0.0
7763052364298462751,Household,176860199734066195,-,Household,tijuana,-,0.0,3.0,0.0
-8568208050280959867,Household,-7315601535530451851,-,Household,tijuana,-,0.0,3.0,0.0
3939247388857714332,Household,8009316069212214419,-,Household,mexico city,-,0.0,6.0,0.0
-1170681825614190913,Household,-1880377064818853744,-,Household,oaxaca de juarez,-,0.0,1.0,0.0
-6405817372871492601,Household,630258621886667352,-,Household,capultitlan,-,0.0,3.0,0.0
-1695467941006964088,Household,-2556271427569000323,-,Household,mexico city,-,0.0,4.0,0.0
3741470473035383510,Household,3163182279472256692,-,Household,cancun,-,0.0,3.0,0.0
-7406471340557375461,Household,-7602200541138285392,-,Household,zapopan,-,0.0,1.0,0.0
-5909212345514280482,Household,8535935751457538488,-,Household,tijuana,-,0.0,1.0,0.0
-3045545250925819725,Household,-8742463079919596998,-,Household,sayulita,-,0.0,1.0,0.0
-8487450436219158924,Household,769224659233689371,-,Household,tampico,-,0.0,1.0,0.0
-8062939276715211595,Household,4177920043903944853,-,Household,tlalpan,-,0.0,3.0,0.0
-1393747722281686470,Household,-8109177558724261357,-,Household,san luis potosi,-,0.0,8.0,0.0
-205653337276653774,Household,-5982903996976821461,-,Household,ex-hacienda del copal,-,0.0,1.0,0.0
6013051369057360326,Household,-1350311206446571941,-,Household,pachuca,-,0.0,0.0,0.0
-5314342610065699321,Household,6675341044057545483,-,Household,mexico city,-,0.0,1.0,0.0
5796999246625367478,Household,9021439714549200723,-,Household,santa martha,-,0.0,1.0,0.0
5881395161436301117,Household,-509623074430688300,-,Household,heroica matamoros,-,0.0,1.0,0.0
6810107467322265310,Household,3340455772836853897,-,Household,san juan bautista tuxtepec,-,0.0,5.0,0.0
-5434185597618399861,Household,5326755710091434127,-,Household,jiutepec,-,0.0,8.0,0.0
8175769071608271442,Household,-5532984362314255969,-,Household,mexico city,-,0.0,1.0,0.0
1462560280087988914,Household,-3738159948091907196,-,Household,cuautitlan izcalli,-,0.0,1.0,0.0
-6836448129633539301,Household,7292294580117570263,-,Household,puebla,-,0.0,0.0,0.0
-3005946952036456144,Household,-4174227060973290349,-,Household,minatitlan,-,0.0,5.0,0.0
-1447336079205637017,Household,-4199686698328018228,-,Household,leon de los aldama,-,0.0,11.0,0.0
8015261472436071177,Household,-3880617541848183666,-,Household,leon de los aldama,-,0.0,1.0,0.0
7967914495792586112,Household,7943269799844190941,-,Household,merida,-,0.0,1.0,0.0
-7723670471014287562,Household,3151693035960640736,-,Household,el rodeo,-,0.0,2.0,0.0
-6016789158576431739,Household,-6863339388945312771,-,Household,ciudad benito juarez,-,0.0,1.0,0.0
-5682545773710723671,Household,1633991109864774902,-,Household,alvaro obregon,-,0.0,1.0,0.0
5957984358588788730,Household,-6897343020747249051,-,Household,ciudad guadalupe victoria,-,0.0,1.0,0.0
1032609390118551226,Household,-1680032019690769222,-,Household,tulum,-,0.0,65.0,0.0
6986874326132587073,Household,126976712765949988,-,Household,leon de los aldama,-,0.0,3.0,0.0
-7254222791682292815,Household,-7151812888237101498,-,Household,santiago de queretaro,-,0.0,1.0,0.0
-1851249752843475546,Household,-4409849487895178671,-,Household,oaxaca de juarez,-,0.0,16.0,0.0
-7820308043458190353,Household,-7217310725126290781,-,Household,tampico,-,0.0,5.0,0.0
-4526147336775069982,Household,-597450818506205530,-,Household,tuxtla gutierrez,-,0.0,1.0,0.0
7173176826418060189,Household,-224879645773989330,-,Household,puebla,-,0.0,2.0,0.0
6015687399634329491,Household,2764616520131460077,-,Household,guadalajara,-,0.0,2.0,0.0
523644011769754474,Household,-9041153920027351211,-,Household,san vicente chicoloapan,-,0.0,2.0,0.0
4516440274782955960,Household,313519281213187199,-,Household,cozumel,-,0.0,5.0,0.0
3759783232310074196,Household,3237798838975993212,-,Household,guadalajara,-,0.0,3.0,0.0
-1934205374537372630,Household,789940535624661537,-,Household,mexico city,-,0.0,1.0,0.0
8750767385526985328,Household,-3271236052440347536,-,Household,teapa,-,0.0,3.0,0.0
-6892173669840632878,Household,5880936175996926769,-,Household,heroica matamoros,-,0.0,10.0,0.0
-8721690891198189269,Household,-5160877956069056770,-,Household,nezahualcoyotl,-,0.0,2.0,0.0
-5434617809141639599,Household,5975072737465976349,-,Household,juarez,-,0.0,11.0,0.0
8759750006850136171,Household,269889393325858047,-,Household,puerto escondido,-,0.0,26.0,0.0
-1835247357352696632,Household,3850550935623197661,-,Household,tijuana,-,0.0,8.0,0.0
4317976653314822616,Household,-2230966523692431898,-,Household,los mochis,-,0.0,81.0,0.0
-6144604067220340556,Household,-6139464497075444866,-,Household,azcapotzalco,-,0.0,6.0,0.0
2898460167985333968,Household,-4013552939807213806,-,Household,garza garcia,-,0.0,2.0,0.0
2814310379264041122,Household,4298741873205379564,-,Household,monterrey,-,0.0,1.0,0.0
-4565612707528307349,Household,8408928008723973813,-,Household,culiacan rosales,-,0.0,4.0,0.0
-4237308434023496261,Household,5901899069860432447,-,Household,victoria de durango,-,0.0,4.0,0.0
2922658698260487767,Household,-6817641827849618248,-,Household,tijuana,-,0.0,1.0,0.0
-6803661841477528387,Household,7488500794281917334,-,Household,coacalco,-,0.0,1.0,0.0
-6822099014982943129,Household,-8073243155085429527,-,Household,santiago de queretaro,-,0.0,2.0,0.0
-5932950947621727548,Household,2179411775084645741,-,Household,monterrey,-,0.0,1.0,0.0
1148043736454371646,Household,-2301948866523109276,-,Household,miguel hidalgo,-,0.0,9.0,0.0
1415905285998300268,Household,-3037719848060479624,-,Household,santiago de queretaro,-,0.0,1.0,0.0
-2901015185866924403,Household,-626947289236564135,-,Household,merida,-,0.0,1.0,0.0
-7585706814636500782,Household,3561742689117990420,-,Household,puerto morelos,-,0.0,3.0,0.0
-7033121696334442311,Household,8290648163308496173,-,Household,zapotiltic,-,0.0,2.0,0.0
2595828561832559481,Household,8823377432971960697,-,Household,zapopan,-,0.0,3.0,0.0
8158619752780855295,Household,-7592157013837061093,-,Household,lagos de moreno,-,0.0,2.0,0.0
3897887648253899039,Household,-6098355775857574257,-,Household,nezahualcoyotl,-,0.0,1.0,0.0
-4349306921535462279,Household,-2350500031990476541,-,Household,perote,-,0.0,2.0,0.0
-5158918383677991967,Household,5395874542417362720,-,Household,hermosillo,-,0.0,3.0,0.0
-2371638085393937556,Household,649698448788539818,-,Household,aguascalientes,-,0.0,1.0,0.0
-2068637923129997969,Household,8146128682814601160,-,Household,ecatepec de morelos,-,0.0,1.0,0.0
5915702603756994447,Household,-1805328916731543683,-,Household,silao de la victoria,-,0.0,3.0,0.0
-4041356652824479985,Household,3103745204778031203,-,Household,jose mariano jimenez,-,0.0,1.0,0.0
8331319771276475149,Household,-8805059801266684539,-,Household,zapopan,-,0.0,2.0,0.0
-392551917662929786,Household,3419236074954348296,-,Household,metepec,-,0.0,2.0,0.0
741751851238754585,Household,-7897287695390148715,-,Household,ismael garcia,-,0.0,2.0,0.0
-7525377226274956990,Household,-3418242717310727342,-,Household,san felipe aztatan,-,0.0,1.0,0.0
-4725703581445597571,Household,614609379539861283,-,Household,puerto vallarta,-,0.0,2.0,0.0
7556154119398903358,Household,2053579992664632316,-,Household,mexico city,-,0.0,1.0,0.0
2667269057645583819,Household,3798305251893216625,-,Household,chihuahua,-,0.0,1.0,0.0
-4492535813134964210,Household,-3307641419404845041,-,Household,ixmiquilpan,-,0.0,1.0,0.0
-5133471890521580286,Household,1075088996851042782,-,Household,tuxpan,-,0.0,2.0,0.0
-4706478000809762721,Household,6528939425158141084,-,Household,tijuana,-,0.0,1.0,0.0
8768445315056283225,Household,6560644702270373643,-,Household,mexico city,-,0.0,16.0,0.0
5991406338210357086,Household,-2709110726786242843,-,Household,mexico city,-,0.0,11.0,0.0
3061666000550076429,Household,496627676526178564,-,Household,naucalpan de juarez,-,0.0,4.0,0.0
5241649056166113087,Household,-8810774268670909613,-,Household,ciudad general escobedo,-,0.0,2.0,0.0
7227871745506465973,Household,-4960955085671550758,-,Household,san jacinto amilpas,-,0.0,1.0,0.0
-8678933325404297002,Household,-5456233725509906955,-,Household,tuxtla gutierrez,-,0.0,2.0,0.0
-78043242296906943,Household,-2799751714874547036,-,Household,xalapa-enriquez,-,0.0,20.0,0.0
-1514698888051774550,Household,-6400422412549896979,-,Household,chalco de diaz,-,0.0,1.0,0.0
-7517983343895434986,Household,1856185668434342880,-,Household,santiago de queretaro,-,0.0,1.0,0.0
5467887838821667242,Household,-3408077837962801662,-,Household,villahermosa,-,0.0,1.0,0.0
-4261757391087022074,Household,8855093807490976952,-,Household,las pintitas,-,0.0,6.0,0.0
-3994888570768413376,Household,-896053330708377527,-,Household,mexico city,-,0.0,1.0,0.0
5759789245343937646,Household,-8245919682720614397,-,Household,zapopan,-,0.0,1.0,0.0
1300239744075919882,Household,6745750726610331888,-,Household,saltillo,-,0.0,6.0,0.0
-2068739311207330398,Household,1377368528050099732,-,Household,ciudad nicolas romero,-,0.0,3.0,0.0
1500771278715631754,Household,-3464452162263602664,-,Household,mexicali,-,0.0,6.0,0.0
718303486151197406,Household,5739298511601846033,-,Household,cancun,-,0.0,5.0,0.0
-181412877231286215,Household,8400925516414887159,-,Household,monterrey,-,0.0,1.0,0.0
-3644517153048839000,Household,3083709936437464461,-,Household,cancun,-,0.0,0.0,0.0
1505050352437120329,Household,6563232459365469022,-,Household,san benito xaltocan,-,0.0,3.0,0.0
-5367987390706546396,Household,2759794491646840278,-,Household,cancun,-,0.0,4.0,0.0
-5161709446299959580,Household,942413723348993559,-,Household,mexico city,-,0.0,18.0,0.0
-6292586827863031307,Household,-4812727745776251557,-,Household,san juan,-,0.0,1.0,0.0
8900836197299496730,Household,-6977811167720529764,-,Household,xalapa-enriquez,-,0.0,14.0,0.0
4705127164566336711,Household,3024186215554253810,-,Household,san luis de la paz,-,0.0,1.0,0.0
6745471397086811388,Household,-3327813574583204564,-,Household,coacalco,-,0.0,12.0,0.0
-909522830988053837,Household,-1753929998147054760,-,Household,tlacote el bajo,-,0.0,2.0,0.0
-7829636132523443527,Household,4544301425323552600,-,Household,ometepec,-,0.0,26.0,0.0
6928985309469771667,Household,-6384853919607989846,-,Household,mexico city,-,0.0,7.0,0.0
5476536503841202275,Household,-4111617313531093254,-,Household,el rincon,-,0.0,161.0,0.0
5476133730849210516,Household,9209064617955675392,-,Household,guadalajara,-,0.0,1.0,0.0
7483343675846592435,Household,-2694510055773645029,-,Household,atlacomulco de fabela,-,0.0,3.0,0.0
-3366551364737667228,Household,8530989137707776431,-,Household,tejupilco de hidalgo,-,0.0,2.0,0.0
-7433603471638277627,Household,-6484014715638119075,-,Household,tonala,-,0.0,4.0,0.0
-3424239002295236835,Household,4791516839441200359,-,Household,ciudad general escobedo,-,0.0,2.0,0.0
5032693396173899574,Household,-1795461459513845397,-,Household,suchiapa,-,0.0,1.0,0.0
2031400037090579977,Household,7141759696225198761,-,Household,chihuahua,-,0.0,1.0,0.0
3000440419095937819,Household,8655978191634489762,-,Household,monterrey,-,0.0,1.0,0.0
-1513693365391430816,Household,-6952302468832361463,-,Household,playa del carmen,-,0.0,81.0,0.0
-3648692213588484354,Household,8998897510598152813,-,Household,ecatepec de morelos,-,0.0,2.0,0.0
-1533586341256387164,Household,3082396192920207604,-,Household,ciudad de villa de alvarez,-,0.0,2.0,0.0
1835991701549086730,Household,-819215454823040865,-,Household,hermosillo,-,0.0,4.0,0.0
-7926102033193931204,Household,-1773940719277902687,-,Household,ciudad santa catarina,-,0.0,1.0,0.0
293004650465925707,Household,8957967860543806822,-,Household,miguel hidalgo,-,0.0,6.0,0.0
7879302069293136434,Household,59406147082972607,-,Household,guadalupe,-,0.0,5.0,0.0
-5098348465049770120,Household,6513661271472741685,-,Household,juriquilla,-,0.0,1.0,0.0
-13231301393082883,Household,-3378180072248669682,-,Household,xochimilco,-,0.0,2.0,0.0
6864873207582817114,Household,2769866025989913084,-,Household,ciudad apodaca,-,0.0,2.0,0.0
-5076728836460852488,Household,-4695784672192872352,-,Household,cancun,-,0.0,4.0,0.0
2772359880149027883,Household,-1253207449755350202,-,Household,naucalpan de juarez,-,0.0,1.0,0.0
8607776672821242979,Household,-1431972028196011685,-,Household,naucalpan de juarez,-,0.0,1.0,0.0
-8785305883062282809,Household,3293077834590448000,-,Household,mexico city,-,0.0,3.0,0.0
5443277556024285481,Household,-5653226472790882970,-,Household,guadalajara,-,0.0,6.0,0.0
-7265836515415631855,Household,-2233343063784244639,-,Household,chalco de diaz,-,0.0,6.0,0.0
5840255951131274900,Household,-3893110655345574175,-,Household,mexico city,-,0.0,6.0,0.0
1470116767944575714,Household,-1654104804165776593,-,Household,oxkutzcab,-,0.0,4.0,0.0
-4555396830069666794,Household,6143848891650956036,-,Household,cuernavaca,-,0.0,1.0,0.0
1794234903976021181,Household,-3177792827885693093,-,Household,mexico city,-,0.0,1.0,0.0
-8081132354365667460,Household,-3390624918142695281,-,Household,mexico city,-,0.0,2.0,0.0
-2695709528997342012,Household,-7152004273873890154,-,Household,merida,-,0.0,0.0,0.0
-3842375877760362748,Household,-2115553025614621498,-,Household,mazatlan,-,0.0,10.0,0.0
-4887811943039903344,Household,-2652336020878152943,-,Household,benito juarez,-,0.0,4.0,0.0
-8971104229155452250,Household,-5116306780870274759,-,Household,las tortugas,-,0.0,4.0,0.0
3749174551768105276,Household,1061797702225240874,-,Household,tonala,-,0.0,9.0,0.0
-4525860156859950616,Household,112392298715721214,-,Household,saltillo,-,0.0,5.0,0.0
-6885231873029364477,Household,-7448241993159596116,-,Household,miguel hidalgo,-,0.0,2.0,0.0
-2931151723371090683,Household,-1701800831164246030,-,Household,coatzacoalcos,-,0.0,1.0,0.0
3318196646645765735,Household,3336456906329477406,-,Household,juarez,-,0.0,1.0,0.0
7482269223847095811,Household,11835961152913596,-,Household,chetumal,-,0.0,5.0,0.0
8743702899806357683,Household,-6962841681254575515,-,Household,zacatelco,-,0.0,2.0,0.0
-9147790534701286652,Household,7361063068825403343,-,Household,apizaco,-,0.0,2.0,0.0
2157589341263179661,Household,8290073320109638858,-,Household,nezahualcoyotl,-,0.0,1.0,0.0
2830311468489477961,Household,-922363935809467514,-,Household,tizimin,-,0.0,3.0,0.0
-4309380145082909201,Household,2236574984904555557,-,Household,saltillo,-,0.0,1.0,0.0
6516483885283514766,Household,6240629906313061273,-,Household,mazatlan,-,0.0,1.0,0.0
-7282859972659431061,Household,-4831185279456541527,-,Household,buenos aires,-,0.0,3.0,0.0
3026850236214701767,Household,4813476698409899025,-,Household,cancun,-,0.0,1.0,0.0
-3315628956903016321,Household,4954194929343895640,-,Household,naucalpan de juarez,-,0.0,0.0,0.0
-2232543825233209430,Household,1866546804723983523,-,Household,zacatecas,-,0.0,14.0,0.0
3060491255767484191,Household,-3379631798874616301,-,Household,ciudad apodaca,-,0.0,0.0,0.0
1520177532624313083,Household,1860839302529416497,-,Household,juarez,-,0.0,1.0,0.0
-1924786914700625390,Household,1219092885611675324,-,Household,juarez,-,0.0,4.0,0.0
2222615630272220512,Household,6330041280934106470,-,Household,orizaba,-,0.0,5.0,0.0
2383708021907113457,Household,-2695182042805432851,-,Household,kanasin,-,0.0,7.0,0.0
7435699189554051619,Household,-3760121780598673900,-,Household,mexico city,-,0.0,1629.0,0.0
4371446397086405883,Household,6801793286091020823,-,Household,mexico city,-,0.0,8.0,0.0
-4397489834330458965,Household,-2517839636104954818,-,Household,gomez palacio,-,0.0,2.0,0.0
-8288069319318374623,Household,8011450047858263434,-,Household,culiacan rosales,-,0.0,5.0,0.0
4716721964883348125,Household,-6257078142802565496,-,Household,tuxtla gutierrez,-,0.0,9.0,0.0
588639615135500873,Household,4612247905932135997,-,Household,playa del carmen,-,0.0,30.0,0.0
-2764373906446958327,Household,-1448676369684378246,-,Household,zacatecas,-,0.0,2.0,0.0
8380386502366909081,Household,237083955616442605,-,Household,juchitan de zaragoza,-,0.0,1.0,0.0
3353327989563003115,Household,-8709991546677389972,-,Household,el pueblito,-,0.0,4.0,0.0
-3434474176739021817,Household,-3727274842504832352,-,Household,cuernavaca,-,0.0,3.0,0.0
674952914034092605,Household,1852705426111704838,-,Household,cuauhtemoc,-,0.0,0.0,0.0
4519589253413757137,Household,3299877326619029348,-,Household,santa lucia del camino,-,0.0,1.0,0.0
-5690240014477961802,Household,-3426525995048659129,-,Household,san nicolas peralta,-,0.0,2.0,0.0
-359144545309404582,Household,3878694302630614069,-,Household,heroica ciudad de huajuapan de leon,-,0.0,5.0,0.0
-6880213822678286518,Household,1998795759581643639,-,Household,reynosa,-,0.0,2.0,0.0
-2181190437143506982,Household,196313183292771061,-,Household,nezahualcoyotl,-,0.0,2.0,0.0
-2551467476057818451,Household,-6115116254018249954,-,Household,mexico city,-,0.0,5.0,0.0
-4602271840693240525,Household,5616472802974764643,-,Household,mexico city,-,0.0,1.0,0.0
138561738357627425,Household,2260544880917521118,-,Household,chapultepec,-,0.0,2.0,0.0
722638682520015766,Household,-4643018745766769284,-,Household,allende,-,0.0,20.0,0.0
4273876468681548100,Household,-9100695279914240904,-,Household,ex-hacienda de solis,-,0.0,4.0,0.0
7103030184351395438,Household,-5555346020579809400,-,Household,morelia,-,0.0,11.0,0.0
-7235836912312275294,Household,4053324012984525697,-,Household,mexico city,-,0.0,1.0,0.0
8022105478005479577,Household,1559406561920336060,-,Household,las palmas,-,0.0,2.0,0.0
8664733337914655956,Household,6554050368839722809,-,Household,salina cruz,-,0.0,56.0,0.0
404421346615966336,Household,-769983872224697144,-,Household,zapopan,-,0.0,1.0,0.0
1592021772776854038,Household,-9166792582246380230,-,Household,oaxaca de juarez,-,0.0,2.0,0.0
8215009795681957854,Household,-2550697440510857439,-,Household,mazatlan,-,0.0,5.0,0.0
4716784541364929255,Household,1605856986933610043,-,Household,mexico city,-,0.0,0.0,0.0
-77964966172290551,Household,2700990130138229597,-,Household,xalapa-enriquez,-,0.0,0.0,0.0
-8688432514860272472,Household,-6573622203380119375,-,Household,santiago de queretaro,-,0.0,2.0,0.0
3158701413448413074,Household,-1898848087862785509,-,Household,monterrey,-,0.0,1.0,0.0
918153422209146585,Household,-823117154441333385,-,Household,culiacan rosales,-,0.0,1.0,0.0
2982146259750976804,Household,4058849592723489166,-,Household,atlixco,-,0.0,54.0,0.0
-7258360848399412088,Household,7777470471555669734,-,Household,mexico city,-,0.0,1.0,0.0
-8321431127592478060,Household,-4443453487855662424,-,Household,villahermosa,-,0.0,61.0,0.0
-3808121857264755905,Household,-3298025358361450762,-,Household,xcaret,-,0.0,4.0,0.0
6548982026323984004,Household,-6292591632470359960,-,Household,chimalhuacan,-,0.0,0.0,0.0
-8088048766966868355,Household,8371615504554642200,-,Household,garza garcia,-,0.0,2.0,0.0
3189776140848516159,Household,4015577007429128153,-,Household,nezahualcoyotl,-,0.0,1.0,0.0
-2499404846805630905,Household,-1447068268813245046,-,Household,mexico city,-,0.0,1.0,0.0
-1838440423970853432,Household,-894058067543650699,-,Household,san juan del rio,-,0.0,11.0,0.0
6790370342891016077,Household,-6709604822560630669,-,Household,san luis potosi,-,0.0,1.0,0.0
-6871396150368383814,Household,5265422060374027895,-,Household,puebla,-,0.0,1.0,0.0
125120945458017175,Household,-5079711099129191181,-,Household,chilpancingo de los bravo,-,0.0,1.0,0.0
-6316843599997997867,Household,-708431107223961418,-,Household,toluca,-,0.0,5.0,0.0
9086767986985026357,Household,-575337627057941314,-,Household,guasave,-,0.0,2.0,0.0
-6758377637237248070,Household,-8587617818390831506,-,Household,hermosillo,-,0.0,6.0,0.0
-333580446996244591,Household,4781243507865382486,-,Household,coyoacan,-,0.0,8.0,0.0
-3715716231318156246,Household,-2995468061573798489,-,Household,santiago de queretaro,-,0.0,1.0,0.0
-6840532302895951514,Household,-5591761353856814718,-,Household,tlalnepantla,-,0.0,2.0,0.0
-2803171539059793746,Household,1779889273528027083,-,Household,san lorenzo huitzizilapan,-,0.0,2.0,0.0
2551900048514722947,Household,-1048853103917504591,-,Household,san juan bautista tuxtepec,-,0.0,2.0,0.0
-800012233023729229,Household,-7758892174751417402,-,Household,chimalhuacan,-,0.0,5.0,0.0
2209145542672127940,Household,-4628270520439210287,-,Household,bucerias,-,0.0,9.0,0.0
-8385346108292058888,Household,3634435747169078152,-,Household,merida,-,0.0,5.0,0.0
2746641448947548700,Household,-7136243468782889627,-,Household,san francisco de campeche,-,0.0,2.0,0.0
1491162823294691879,Household,-8573100084589892898,-,Household,aguascalientes,-,0.0,1.0,0.0
-8419130317099983580,Household,7422633510167601977,-,Household,ciudad madero,-,0.0,1.0,0.0
-4727244791743554498,Household,-5508838311486673089,-,Household,ecatepec de morelos,-,0.0,1.0,0.0
-4457844189548995420,Household,-6947948158767229179,-,Household,mexico city,-,0.0,1.0,0.0
8073290228323184099,Household,-3634723441594741244,-,Household,tlaxcala,-,0.0,9.0,0.0
-26087734672749226,Household,-6384932935959195456,-,Household,emiliano zapata,-,0.0,5.0,0.0
