time,source,target,relationship
2024-11-12 01:00:00+00:00,-9094131613183150083,XY3006pIVU1AgwyLXvcwM-d7jUF6aYd--4MO_IVX57L1tYSqk,Household-User
2024-11-15 00:00:00+00:00,-9091645567217424994,XY3006lU6MdpBTDG7J40y_MWKksdKRHiy3jIqq786aAz7Wir0,Household-User
2024-11-13 01:00:00+00:00,-9080912530561008059,XY30065McRKkIoZfqHZ7A4-VHMS-PhfUydeLx3CS7ky5-BGG4,Household-User
2024-11-13 01:00:00+00:00,-9080912530561008059,XY3006uVQqOcrSYKQKNXpq1DG4m-icwwOH1JWckxPCQ_IIDf8,Household-User
2024-11-12 15:00:00+00:00,-9080361557656368429,XY3006rzoREEqlrp1yRE3p-Q7qImR_-aSD_WKvXXM9jZhPKX0,Household-User
2024-11-12 15:00:00+00:00,-9080361557656368429,XY3006Dy2Bh8R3MyKdgRmydyMwVzFaO3kfkBRviXQMruD3MzQ,Household-User
2024-11-13 01:00:00+00:00,-9076569487853713262,XY3006UvMVi1hGhmoBiuTnf-Z7z0Jy8wBm3B5Ic0kqeztBdwU,Household-User
2024-11-12 05:00:00+00:00,-9053278753693389649,XY3006CU-O_7NKz8eCJ1dWme5O9H_OlMxymNcWDo9Pyryo75c,Household-User
2024-11-12 02:00:00+00:00,-9049892541544334893,XY3006gNFncFkhXFbPZTrmBSjCGkpRMBjE9pmfXyUai_eoMzM,Household-User
2024-11-13 00:00:00+00:00,-9044952859706240685,XY3006kdLlMmd2cWi5OijPdnKSxaYa8z2eNUU2o2OdZ4FunTM,Household-User
2024-11-13 18:00:00+00:00,-9029398265355122729,XY3006e0IcHoCn_OseF8MxKbr2F_eUS-SuOa_XR95ejMifSp4,Household-User
2024-11-14 01:00:00+00:00,-9025218113104848829,XY3006cHUI6CZDaYYARxJhlcQygMbWYT-DPeCb08h3wIToBdE,Household-User
2024-11-12 01:00:00+00:00,-9022127729221021404,XY3006QO2uEa4OBXMbtXtfC_1NZLWj0BctT01HkYGG8y27vvM,Household-User
2024-11-13 15:00:00+00:00,-9020855312089336766,XY3006Dfbh8qvyfHzn0pucHm4Xeyq2FbyAJZU6EzTBN0xi9Jc,Household-User
2024-11-12 20:00:00+00:00,-9019614227798991280,XY3006BsP2OopCNikwIs1JGpOrjeFI_5Q5xCFahFZgDzUVtlQ,Household-User
2024-11-12 20:00:00+00:00,-9002025383222768188,XY3006w5vHp6C6DCxgTNtBBm40jxjTiOnOGBvrtGHUP3FJnRY,Household-User
2024-11-13 15:00:00+00:00,-8996410354016273109,XY30066p95g2B_VEprVYUpvsUgoQkqd3DTarYoeQeoKUfq-pA,Household-User
2024-11-13 15:00:00+00:00,-8996410354016273109,XY3006ZZQscJt4rFQ3tH_UOv_ekF_uwPMmhm0dlMDKwPmYiN4,Household-User
2024-11-12 21:00:00+00:00,-8990511864133077179,XY3006cLgM0PliCqxuchTY8yaC8fh86tcs3csIpDjfRugzjxw,Household-User
2024-11-14 04:00:00+00:00,-8987042010388178314,XY30061oYU7GJwiFUCJ3LzPYhyhsUuguQWwImtx4lnMVnLqNw,Household-User
2024-11-14 15:00:00+00:00,-8982747980200516169,XY300635lHgCssp9w-qt4PlS692KIsP75jyNnFb6_3GtrNjiA,Household-User
2024-11-12 01:00:00+00:00,-8982284814589449687,XY3006jU00LjGtjEfKujVozhoVBz0s9clMu2oWyB9QiTNEPFs,Household-User
2024-11-13 05:00:00+00:00,-8980386958099619579,XY3006awnsnaBbbj0gDXEFDFsKxaR9PnUItJnVBxEDLc0Wx8E,Household-User
2024-11-13 03:00:00+00:00,-8971703910888901175,XY3006h9U_QiWUvbRZ8ezrLJ-DwnXWY2Pu7Uew8U20CO6nK1s,Household-User
2024-11-13 00:00:00+00:00,-8970433666353787003,XY3006XZC391kIQpr8uji8sS1jCuYaomgumzeDQOwi5YXk0sk,Household-User
2024-11-13 04:00:00+00:00,-8970324018604281719,Xi3006edum-5Qf4hd80J1VDQ82uevJD2nt9IW_mBuvGgyGES3zDb-WN6XGvGjLUor7cABG,Household-User
2024-11-13 04:00:00+00:00,-8970324018604281719,XY3006ilNo2xM8-XQ_gwGuMXkMVidCtL91nzeSihi5ndZqJMQ,Household-User
2024-11-14 01:00:00+00:00,-8952313417250500049,XY3006e2BE9SCn1IU9atxyW0do83CkjBbjkHNDvnZRrllU54A,Household-User
2024-11-14 13:00:00+00:00,-8948036340722173678,XY3006OyXiAMGbBtTAOldl7E5uLUe4lr4BJDM46U1H9C8zZnI,Household-User
2024-11-12 15:00:00+00:00,-8944367763887156356,XY3006sL3Xxauaw46VZtBwbNWYjQzIQ5D9RVA0owLkTZ-stOI,Household-User
2024-11-12 01:00:00+00:00,-8932546573919591963,XY3006s-RBfGM_GHZ_FZKK49NTDghoGHVE6-YVR5dQXdj_VZE,Household-User
2024-11-15 01:00:00+00:00,-8931768388964125488,XY3006EDML9E__jiaa-y-y6SNZnQD4ltEOIKXBYC3Hwnw2at4,Household-User
2024-11-13 13:00:00+00:00,-8918618038438585859,XY3006NBKSfyFLg1g0twQgCb1qVW6gPNMVcGhJib_pi6e1geA,Household-User
2024-11-12 09:00:00+00:00,-8916858021930245439,XY3006C3vsilGSkBLb-9yCw_pZpmifJ6A_BKikqYrLNQeP-aI,Household-User
2024-11-14 05:00:00+00:00,-8907059065665961867,XY3006Nu2tlKqGk1_mPK6nmND6zj3ru-HxPCB9DQdcAL1EcCA,Household-User
2024-11-12 19:00:00+00:00,-8899369023745807159,XY3006uUiiq7ayd-O1vTm47D8U1tPJ6I2BNvNsB0QiUFvojA8,Household-User
2024-11-12 07:00:00+00:00,-8894464969801403423,XY3006-n-c2X6hiVRJlvG0EVGi7dzKX-dLnLJvlxXMmNanuZw,Household-User
2024-11-12 07:00:00+00:00,-8894464969801403423,Xi3006nKLmY7enEvzVRIPA3kNCWCD_MuINGe7ylzNbN_PQeHWZmwC0HyT9iurCykoL987F,Household-User
2024-11-15 02:00:00+00:00,-8873394109596933615,XY3006NcGG8qIPSC89ukPYZns2t34oWeZzTMjjFXAqBU88GOg,Household-User
2024-11-12 21:00:00+00:00,-8865338836775084523,XY3006IKBlI8XvLepB_fNI4YSapgnQsSbku4aKDosOp04yAsk,Household-User
2024-11-13 06:00:00+00:00,-8864489655429797269,XY3006qTW1hq-JwN9naxOehCYJ5rgfzPhd8g-vVG2SVDXdBKo,Household-User
2024-11-14 22:00:00+00:00,-8860857993598715781,XY3006mHYdPKBr5t6aFoHQPVFKq63RiIeLJ7gZrV6S0OfptHA,Household-User
2024-11-13 00:00:00+00:00,-8859413446289525194,XY3006uPsMMbHHELErpfGmce3cWPS_GcW_adGstoNJIIkh1WU,Household-User
2024-11-12 01:00:00+00:00,-8852845004595040909,XY30061BSLxJDTvX6QVfRoSKaWCaMKRd8pmQkCE9JFCQ8a7NA,Household-User
2024-11-12 01:00:00+00:00,-8852845004595040909,XY3006wldSX-GATC21CPypr2G95Cs-6UvORYSI0TA4hZyr9pA,Household-User
2024-11-12 01:00:00+00:00,-8852845004595040909,XY3006xZ8N75qxT7OPPWF80UMGOuy-aPIx2ca8Y2JXVy0wNO8,Household-User
2024-11-12 12:00:00+00:00,-8846921449909986182,XY3006G8q_xJlIClzD6h4CNq57fcNrN3ttqJHBOLNHe6oxx58,Household-User
2024-11-13 23:00:00+00:00,-8840673960257432841,XY3006V85j9L74ADIWvIPvHpaukgx_nTguaDygJb5pyzkCXUs,Household-User
2024-11-12 03:00:00+00:00,-8838593244698994249,XY3006UOR0-uKQoCUd5a3-mO-m-9nMPfaYdZo3-tp_fEVe5b0,Household-User
2024-11-13 04:00:00+00:00,-8836919193863428593,XY3006q-PFuP0qMFoC9H7T3-yd0DVi0Coq5sfkEFEAlhQgyxM,Household-User
2024-11-14 01:00:00+00:00,-8823507296004348614,Xi30064Gsr4ztQvfymA6BARuX7ssMk2F6Aj-IJAAFvyWFTpleREDrmexbfVPlX095IPNGs,Household-User
2024-11-14 01:00:00+00:00,-8823507296004348614,XY3006DECeaboSuIHS1R1v8_AaugvY0wlCFjXE1EQbdlM4HTY,Household-User
2024-11-13 01:00:00+00:00,-8818183218232332157,XY30067Xp9uWkabahjga9iuAK-OxLwKpc5etB0BUjLxbRkdQY,Household-User
2024-11-13 05:00:00+00:00,-8813139269341362025,XY3006bHtyVYXdPM5j89crgZ5F5zHIaqIUbv4FwXqvfuUrylA,Household-User
2024-11-12 06:00:00+00:00,-8812887626144304274,XY3006O-6-7onmbV31Gaa3BljaXh1kj2gF583e_iICBufa_Jw,Household-User
2024-11-13 20:00:00+00:00,-8809587725003214574,XY3006j2DzvOVOYIKrBRBhUS1bAyi96S2DO3CRjUywFPOc9Lc,Household-User
2024-11-14 00:00:00+00:00,-8806780374703724653,XY3006AdL_MGVxN6pdT1x46xSrcBjcSQwq3R8OBeV7jfJza_Q,Household-User
2024-11-12 22:00:00+00:00,-8805751686160013237,XY3006M2Fidi4maWysquF7jBFcgbT_7TKYmlfVYecBHcVztiA,Household-User
2024-11-13 00:00:00+00:00,-8800785145319369793,XY3006eivGPAjrLwj7w1IsD_fTvn16FSJgHm5DQclYVpgZO1U,Household-User
2024-11-12 02:00:00+00:00,-8794244153594770049,XY3006TKlFJL8zHjj9At1unkN3n_J5awZ5-xiCuFDB41N_lL0,Household-User
2024-11-13 14:00:00+00:00,-8789903154740036901,XY30065MI2sCe46TYtykz-fzlyB_OvERCG5u2JzTQBotXULK0,Household-User
2024-11-12 16:00:00+00:00,-8770126467927314340,XY3006-uFUN69pGBKPIUe7qQAZzwOHf2xflzad8nm12p0gEpM,Household-User
2024-11-12 16:00:00+00:00,-8770126467927314340,XY3006edaSq3_7Hl4HJcK9Q-B9RE1T1G9yvQxMtQuJ2U_g2N8,Household-User
2024-11-13 05:00:00+00:00,-8765794096871641176,XY3006_iJN_clLCHIjYO_ibGDcCsiUQxEoIYupID2Y18wWHzg,Household-User
2024-11-13 05:00:00+00:00,-8762668050902064305,XY3006XqC6a_l85sJ_BlqwD1sRBVbmXwrxUYWS_z3HhqfQMRE,Household-User
2024-11-15 10:00:00+00:00,-8762501990905385571,XY3006arJHPocoi5GeUyXPkyDdvAhmpHUQVe0P8RJcpYqOSDo,Household-User
2024-11-12 02:00:00+00:00,-8762083133990836290,XY3006b5Hwp_2eVvX66XY_PE5sAiabukgL2CjVlpGnykRR96s,Household-User
2024-11-12 04:00:00+00:00,-8753214488921621939,XY3006UcoE4d2Aqxcp84svJeCVUTwNxl9257HcBpYgEZkmX5o,Household-User
2024-11-12 03:00:00+00:00,-8749532877412410063,XY3006F-s9u3sbZL99GtlQS0W_J5AhCHCScLdR3w0QARqBT0k,Household-User
2024-11-12 05:00:00+00:00,-8749302279754764789,XY3006vKNY16jyAap1QU7McivgovJf7xaMoWC-PDrFMDd8n2A,Household-User
2024-11-14 04:00:00+00:00,-8741344631178402007,XY30065_OQ83o5LVDLrgHhE5hdz8rqeuXU1scMachSb5jD-d4,Household-User
2024-11-12 11:00:00+00:00,-8730166783107904192,XY3006WYa1Nnw1b0KVJ4YddtKaV1IFKi9RsYQsXI5t6-IuAas,Household-User
2024-11-12 01:00:00+00:00,-8728971404755761210,XY3006K1uN2kl5b7CNsExTYJYEuakY1i-Lz3gbToJ8sbIhS2g,Household-User
2024-11-14 16:00:00+00:00,-8724368373183626818,XY3006A61Ri20-lPmlKIPR2uTguqQnfkeWWi9fF07NWIjIgFA,Household-User
2024-11-14 16:00:00+00:00,-8724368373183626818,XY3006wrM-N4Ti1U3R_L9azBaMsxj4qTrUP1zaf__HbExdfCA,Household-User
2024-11-14 00:00:00+00:00,-8720741595610817046,XY30063jU7oGadYLkjKTEJ1fUHnkKkB_j_ui79eiT6kho27OQ,Household-User
2024-11-13 17:00:00+00:00,-8720516617102537320,XY3006t_52AOHlma1nXdEDUjDMAI47bwQo85xnEIpdalodWeg,Household-User
2024-11-13 00:00:00+00:00,-8718715407775823447,XY3006_ojXtM0b5kKsmeWEdqQOfJyhQQztnNvdJXazxyCSebc,Household-User
2024-11-13 00:00:00+00:00,-8718715407775823447,XY3006e6zOwFF7xo3uCOVXIMs17RrsjKemzpgda2yRISIkIXQ,Household-User
2024-11-14 13:00:00+00:00,-8718085491164149532,XY3006FBnaSF2wXk7YCbAvlGJIZtMg4RzdFwUwNi6sXLtl6Ks,Household-User
2024-11-14 05:00:00+00:00,-8716360376895750499,XY3006Zcgp4ZBK-AL6zSTnL3oqjrQn6fjF6a4p_CJdCCpnuEM,Household-User
2024-11-12 03:00:00+00:00,-8708049408236271532,XY3006LpOROLkTVOOODwRic32uAMZwZh1qjX_YFnX4QINpJxc,Household-User
2024-11-12 03:00:00+00:00,-8708049408236271532,XY3006x8mqsgkjUaWjqTgE3ZjONl_TzKezeK_FxLC-5A7QJKw,Household-User
2024-11-12 16:00:00+00:00,-8706983681162615266,XY30064NvQwqHkx4YbAe9kg5h2dc_t5QpOqPlt5ME1MEQ2WUE,Household-User
2024-11-13 04:00:00+00:00,-8702320175482333889,XY3006I4Eee1C4Z4N-1MAvD_0IiJKlwxFKNzenzo2X5-DV8jg,Household-User
2024-11-14 09:00:00+00:00,-8700335959199662929,XY3006LF4wQQukJvrjqXhxV2sKdfrgIimLp3n3Hup5r-gxmqA,Household-User
2024-11-13 05:00:00+00:00,-8695310972127155552,XY3006lIj2EJTGcI_IKGzYfyNjly41iQQ77CQHWFbIkhQWzIE,Household-User
2024-11-13 03:00:00+00:00,-8686176586589019525,XY3006VzA8ukjmq3f5Drv4BNeQATBcFe4qo3OegCYXrMhE51Q,Household-User
2024-11-12 05:00:00+00:00,-8683552937045957191,XY3006XFOc9S0x-v5vhbaHBNhKLsm_CISmCtRSBxe14ysWBp4,Household-User
2024-11-12 04:00:00+00:00,-8680023096067764603,XY3006YmqrF0KPnx6bSRvIZCCCx1lK8W0m0hMX6FRkMNwStm8,Household-User
2024-11-12 02:00:00+00:00,-8679162636890346071,XY3006zrmChTTy44ourpM1FqmtdWl_45-ihTTK6UAczC3qSiY,Household-User
2024-11-12 02:00:00+00:00,-8674340469401916471,XY3006JxfaKd0IdPXcVaJYC0nVG29T2CckK2b5MrnziZrnmBk,Household-User
2024-11-15 02:00:00+00:00,-8671456411774011323,XY3006gkW3tZEChl_56q5feEE0ljcJjB-4fMSQIIFdlx9XlrU,Household-User
2024-11-15 02:00:00+00:00,-8671456411774011323,XY3006SH0E4hzxRikMCOSv0AfF__oUD71i5eK3YpbPSvE3i8s,Household-User
2024-11-14 02:00:00+00:00,-8666922889716459879,XY3006o68VBy5YsGug54c7ZCKJwxdPUPFkJhnhtONkfs3ZFak,Household-User
2024-11-12 14:00:00+00:00,-8666885023260513357,XY3006fj3m8ZrWVlociGb6cwmLndH-a1rSaG-mRDmU9yNfLPg,Household-User
2024-11-12 22:00:00+00:00,-8655948740486997400,Xi3006lFHxlbwiVF8zDaJj5GtCEVP6AGd35pRDJr-wSPIRONqmNlEvz4jkHaVJ9GPrr2Z5,Household-User
2024-11-12 22:00:00+00:00,-8655948740486997400,XY3006j7tGzKDdYZOKH4CP0p2fPi1xuCl0HsCccWcQ4QveefU,Household-User
2024-11-12 22:00:00+00:00,-8655948740486997400,Xi3006KJPtZgOGdRc0p7mtCT4GTaVNbCP7mtnOiZhnTurNDtVfqSjDzsYEeRBSga2DsFze,Household-User
2024-11-14 15:00:00+00:00,-8653808710516932127,XY3006YB-iqhLrfXNV3QfLeZuRXd-4-WJ2OqxgjVvvCQyOMzA,Household-User
2024-11-12 08:00:00+00:00,-8638684996140638880,XY3006gxWBLtgDc2qsH2T5lT7YiFX9iv64_VrdRkB9FASZOTo,Household-User
2024-11-13 00:00:00+00:00,-8621276104459726262,XY3006zqZ-7rXxhm31c8akhJLIjlpeg0_ly-ZdgNWGgw2or30,Household-User
2024-11-14 09:00:00+00:00,-8613977478327708486,XY3006hd8AJl_0cElXpQgHmHMdSZEoOX3HtW6ZFaiUyw0J71c,Household-User
2024-11-14 00:00:00+00:00,-8608888795549605330,XY3006dtBYuXms8DQ6Cr94N_VE68Umdot8yWpGty1bbtXkNLM,Household-User
2024-11-12 20:00:00+00:00,-8608352079204405346,XY3006o8RKkf-qOXnqEeBMirlgnw-CpNxYHV1YUdLqUdMtw_M,Household-User
2024-11-12 02:00:00+00:00,-8608109378048387449,XY3006gfgD8euYcl37lyFpocQX7EvD-bUOEOnUgm76IKkaEow,Household-User
2024-11-12 02:00:00+00:00,-8608109378048387449,Xi3006Z0b_BIgBLZW0X-EowpeysPltTZEogu-AvvUnQNIQYhVGmRu1Wnl4e84Q2vPZH4PI,Household-User
2024-11-12 05:00:00+00:00,-8604625875885534426,XY3006fbq7zzGzSS_nW2KkNGKZf4SWGqdkgsl_PfEB43wNszI,Household-User
2024-11-12 01:00:00+00:00,-8590481918134724008,XY3006orH5y2cQVhmb2yeBapeD54_IbgSXgfc2QygE4CIhPSg,Household-User
2024-11-12 01:00:00+00:00,-8590481918134724008,Xi3006BYJ2QJMFbB8HxfJeu6Ykz-eBVz0xY9XkONG3YUFW3kZbNGfX3_fc7O_SaNQk0ouu,Household-User
2024-11-13 01:00:00+00:00,-8585975957019623323,XY30060w7V5AeICrsDlQAx12ZsWvI_0I8reqWjhVZJon1kvlk,Household-User
2024-11-15 10:00:00+00:00,-8574237462611535635,XY3006b3h-eg1yP0CsEGLHer08gKgnEDKCVa8c-y9xhM4G328,Household-User
2024-11-13 09:00:00+00:00,-8572718720458145565,XY3006aiwUjP3OYsOyauJK1_dsNBZlgmUweQDNQ_0rxwMvC_k,Household-User
2024-11-12 20:00:00+00:00,-8571459581031579256,XY3006e-pBRZOCE9kmBdX9hSr5XcX35cbPvFZe1NnyBRNOWuA,Household-User
2024-11-14 20:00:00+00:00,-8567552044607663085,XY3006W19kIH4Lfff6FIaVWp4Sod1xtfz23z8yUERb_89N0Xk,Household-User
2024-11-14 20:00:00+00:00,-8567552044607663085,Xi3006qzjkTUtBCOgAzXMleTt4_An9P0VUgBB8WtaIXHBI0vdCW7Vdg7L10Kz6t-qMuqVx,Household-User
2024-11-14 20:00:00+00:00,-8567552044607663085,XY30062e3tMw3U7iPzAbVOzcI1SN5baXhWxqu7gKdmLmkZSH4,Household-User
2024-11-13 19:00:00+00:00,-8565649743104579581,XY30061UkO9Vjl2fCMdPwY1IC7J9CHavVR83KlUC4m-uAPScA,Household-User
2024-11-12 01:00:00+00:00,-8550072200743941984,XY3006u0RHzGxB3vjiLuQGY0_rwFkqIpgTcK9y0vKwLvC4gxc,Household-User
2024-11-12 08:00:00+00:00,-8548303129137665011,XY3006opbBlI3yn9WhiPb-cULHdujlYBGGm7kX_QT4kmRy8OM,Household-User
2024-11-13 00:00:00+00:00,-8543528559118636836,XY3006FTQY5QZFzqEaVzTx3nUsyKEUhrHHhPgHF2va0djBP_o,Household-User
2024-11-14 17:00:00+00:00,-8532644616569023165,XY30065-4h4kAmS5LM46yAQsvrKxKlNlhuZhPwy5obacr4Yas,Household-User
2024-11-12 01:00:00+00:00,-8515260351089017655,XY30062Fk_YCu7nFtRms4SGAHkEqDfTsDTBeEmZSofxeoaCXI,Household-User
2024-11-12 01:00:00+00:00,-8515260351089017655,XY3006Ebem3pHnFQLSksyHiegBOMVWWw-0BHPS0CDGHr2KDec,Household-User
2024-11-12 01:00:00+00:00,-8515260351089017655,XY3006HPQjaCj_loUB8Ud8g1_MsWh1gQRwSWhKGY50bt072co,Household-User
2024-11-12 23:00:00+00:00,-8505987476088805975,XY3006yDh-Vz0YZHblmolpD4aTIlEh2K4siTGBds2-w_7Ug4Y,Household-User
2024-11-15 09:00:00+00:00,-8497535188982016440,XY3006Mnh18PPVfMeKKgIKLBjFnaQhXc-2lNEIAe4hdhpQgZY,Household-User
2024-11-12 22:00:00+00:00,-8494657860648040402,XY3006EDWzsh8IlJFdOp1_WRmHCMsJTgwD6lZ1tp-S-GDoyhU,Household-User
2024-11-12 22:00:00+00:00,-8494657860648040402,XY3006LsKKwESYqVT1bT_vcZ2q6W6Y2pba1KfJhp-joZyXbdI,Household-User
2024-11-12 02:00:00+00:00,-8487117808198401009,XY3006_SZF0lmXePA_Mtmr9okxNa1Dv_ovpPr4ukSy-bAynrg,Household-User
2024-11-12 18:00:00+00:00,-8486307490083128322,XY3006c73fsZh44KLIUBSskY9Bdx6j6O9SDTlAJaNAWIioRiI,Household-User
2024-11-13 16:00:00+00:00,-8471597457811417822,XY30069mcxYzpvD8TRVzPMqPK5dmeGclQeOuy6mr8clRLhiSs,Household-User
2024-11-14 06:00:00+00:00,-8469602548986680082,XY3006evwgGLbwFfgFzhGZ2Ytf1xtnLtvRq_JphkSStOTHlH8,Household-User
2024-11-12 06:00:00+00:00,-8458666339576949619,Xi3006uJqdCKFzxYcydWf0pl87U9dI956-v2wWqvdf8gWIYDGIAeTnJgsoQSMPRUBzG4YC,Household-User
2024-11-14 13:00:00+00:00,-8448742984928821127,XY3006cQa2A4CbynzCwlbMclbshEdEj8ggmNx0TOH_eeBvhos,Household-User
2024-11-14 04:00:00+00:00,-8448180782739154796,XY3006JMqB-P2ovQIRQqZRdLhj2HIfcNg4Du28ppuU6c__TqY,Household-User
2024-11-14 04:00:00+00:00,-8443598677829483446,XY3006EqC_hO8yx6HyolEFxdO3S3mKFvcYUYvTwt44NxetkmI,Household-User
2024-11-12 23:00:00+00:00,-8429312396315308416,XY3006KAym7RT8EwYd8-1fmFweNa9oa_LAvIlLNKuBdmzn8XI,Household-User
